Age,BusinessTravel,DailyRate,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,MonthlyIncome,NumCompaniesWorked,OverTime,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Department_Research & Development,Department_Sales,EducationField_Marketing,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EmployeeSatisfaction,JobLevelSatisfaction,Attrition
30,2,1312,2,4,2,1,4968,0,0,0,10,2,3,9,7,7,True,False,False,True,False,False,False,False,False,False,False,False,True,3.0,1,0
24,2,897,10,1,3,1,2145,0,0,1,3,2,3,2,2,1,False,False,False,False,False,False,False,False,False,False,False,True,False,3.0,4,0
30,2,600,8,3,2,1,2180,6,0,1,6,0,2,4,2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,4,1
31,1,1003,5,1,3,2,8346,1,0,1,6,3,3,5,2,2,False,True,False,True,False,False,False,False,False,False,False,True,False,2.3333333333333335,6,0
27,1,1054,8,3,3,1,3445,1,0,0,6,5,2,6,2,4,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
29,1,428,9,2,1,1,2760,1,0,0,2,3,3,2,2,2,False,True,True,False,False,False,False,False,False,True,False,False,True,2.3333333333333335,2,1
29,2,461,1,4,4,2,6294,8,1,0,10,5,4,3,2,2,True,False,False,False,True,False,False,False,False,False,False,False,True,3.6666666666666665,6,0
30,1,979,15,3,2,3,7140,2,0,1,12,2,3,7,7,7,False,True,True,False,False,False,False,False,False,False,True,False,False,1.6666666666666667,3,0
34,1,181,2,4,4,1,2932,0,1,3,6,3,3,5,0,2,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,4,0
33,0,1283,2,4,3,2,5147,8,0,0,13,2,2,11,7,7,False,True,True,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,0
49,1,1313,11,4,3,2,4507,3,0,0,8,1,4,5,1,4,False,True,True,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,8,0
33,1,211,16,1,3,3,8564,2,1,0,11,2,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,3,1
38,2,594,2,3,2,1,2468,4,0,1,9,4,2,6,1,5,True,False,False,False,False,True,False,False,False,False,False,True,False,2.3333333333333335,2,0
31,1,1079,16,1,3,3,8161,2,0,3,10,2,3,1,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,9,1
29,1,590,4,4,2,1,2109,1,0,1,1,2,3,1,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,2.6666666666666665,1,0
30,1,305,16,3,4,2,5294,3,0,1,10,3,3,7,0,7,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,6,0
32,0,953,5,2,3,1,2718,2,0,0,12,3,3,7,7,7,True,False,False,True,False,False,False,False,False,False,False,False,True,2.0,2,0
38,1,833,18,2,1,2,5811,3,1,1,15,2,3,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,8,0
43,2,807,17,3,2,1,2437,9,1,1,6,4,3,1,0,0,True,False,False,True,False,False,False,False,False,False,False,True,False,3.3333333333333335,3,1
42,1,855,12,2,3,1,2766,8,0,3,7,6,2,5,3,4,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,2,0
55,1,478,2,3,2,5,19038,8,0,3,34,2,3,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,5,0
33,0,775,4,4,3,2,3055,5,0,2,11,2,2,9,8,7,True,False,False,True,False,False,False,False,False,False,True,False,False,3.3333333333333335,4,0
41,1,548,9,3,3,1,2289,1,0,2,5,2,3,5,3,4,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,1,0
34,0,1375,10,4,3,2,4001,1,1,1,15,3,3,15,14,7,False,True,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,6,0
53,0,661,1,1,2,4,12965,4,1,3,27,2,2,3,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,12,0
43,1,244,2,2,3,1,3539,0,0,0,10,5,3,9,7,8,False,False,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,4,0
34,1,511,3,4,1,2,6029,5,0,0,6,3,3,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,3.0,8,0
21,1,337,7,2,3,1,2679,1,0,0,1,3,3,1,0,0,False,True,True,False,False,False,False,False,False,True,False,False,True,2.0,2,1
38,1,1153,6,4,2,1,3702,1,0,1,5,3,3,5,4,4,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,3,0
22,1,1294,8,3,3,1,2398,1,1,0,1,6,3,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,2.3333333333333335,1,1
31,1,196,29,1,2,2,5468,1,0,2,13,3,3,12,7,7,False,True,True,False,False,False,False,False,False,False,False,True,False,2.0,8,0
51,1,942,3,1,3,3,13116,2,0,0,15,2,3,2,2,2,True,False,False,True,False,False,True,False,False,False,False,True,False,2.6666666666666665,9,0
37,1,589,9,2,2,2,4189,1,0,2,5,2,3,5,2,3,False,True,True,False,False,False,False,False,False,False,False,True,False,1.6666666666666667,4,0
46,1,734,2,3,3,5,19328,7,1,1,24,3,3,2,1,2,True,False,False,False,False,False,False,False,True,False,True,False,False,3.3333333333333335,20,0
36,1,1383,10,4,3,3,8321,7,1,1,15,1,3,12,8,7,True,False,False,False,True,False,False,False,False,False,False,True,False,3.0,3,0
44,2,429,1,3,3,1,2342,1,1,3,6,2,2,5,3,3,True,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,2,1
37,1,1239,8,3,3,2,4071,2,0,0,19,4,2,10,0,7,False,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,4,0
35,1,303,27,3,3,2,5813,1,1,0,10,2,3,10,7,7,False,True,False,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,8,1
33,1,867,8,4,4,1,3143,6,0,1,14,1,3,10,8,6,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,1,0
28,1,1181,1,3,3,1,2044,1,0,1,5,6,4,5,3,3,True,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,4,0
39,1,1253,10,3,3,3,13464,7,0,0,9,3,3,4,3,2,True,False,False,False,False,False,False,False,True,False,False,False,True,3.0,9,0
46,0,849,26,2,2,2,7991,8,0,0,6,3,3,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,4,0
40,1,616,2,3,3,1,3377,4,0,1,7,5,2,4,3,2,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,1,0
42,1,1128,13,2,4,2,5538,5,0,2,10,2,2,0,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,2,0
35,0,1180,2,2,3,2,5762,2,0,1,15,6,3,7,7,7,True,False,False,False,False,False,False,True,False,False,True,False,False,3.0,8,0
38,0,1336,2,1,3,1,2592,5,0,3,13,3,3,11,10,8,False,False,False,False,False,False,False,False,False,False,True,False,False,2.3333333333333335,2,0
34,2,234,9,4,3,2,5346,4,0,1,11,3,2,7,1,7,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,2,1
37,1,370,10,4,3,2,4213,1,0,0,10,4,1,10,3,8,True,False,False,False,False,False,False,True,False,False,False,False,True,2.3333333333333335,2,1
39,2,766,20,3,3,2,4127,2,0,1,7,6,3,2,1,2,False,True,False,False,False,False,False,False,False,False,True,False,False,3.6666666666666665,8,0
43,0,343,9,1,3,1,2438,4,0,0,7,2,2,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,3,0
41,1,447,5,2,4,2,6870,3,0,0,11,3,1,3,2,2,True,False,False,False,True,False,False,False,False,False,False,False,True,1.6666666666666667,4,0
30,1,1092,10,1,3,3,9667,9,0,0,9,3,3,7,7,2,True,False,False,False,False,False,False,True,False,False,False,False,True,2.0,9,0
26,1,920,20,4,3,1,2148,0,1,0,6,3,3,5,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False,3.0,2,1
46,1,261,21,4,3,2,8926,4,0,1,13,2,4,9,7,7,True,False,False,False,True,False,False,False,False,False,False,True,False,3.3333333333333335,4,1
40,1,1194,1,3,3,2,6513,4,0,1,12,3,3,5,3,3,True,False,False,False,True,False,False,False,False,False,True,False,False,3.6666666666666665,8,0
34,1,810,8,2,4,2,6799,1,0,2,10,5,3,10,8,8,False,True,False,True,False,False,False,False,False,False,False,True,False,2.6666666666666665,6,0
35,1,185,23,2,1,1,2705,0,0,1,6,2,4,5,4,3,True,False,False,False,False,True,False,False,False,False,False,True,False,2.3333333333333335,3,0
40,1,750,12,2,3,2,4448,2,0,1,15,3,3,7,4,7,True,False,False,False,True,False,False,False,False,False,True,False,False,1.6666666666666667,2,0
54,1,431,7,4,3,2,6854,4,0,1,14,2,2,7,1,7,True,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,8,0
31,2,1125,7,1,3,3,9637,2,0,2,9,3,3,3,2,2,False,True,True,False,False,False,False,False,False,False,False,True,False,2.0,3,0
28,1,1217,1,3,3,1,3591,1,0,1,3,3,3,3,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,1,0
38,1,723,2,2,1,2,5405,2,1,2,20,4,2,4,2,3,False,True,True,False,False,False,False,False,False,True,False,True,False,2.3333333333333335,8,0
26,1,572,10,3,3,2,4684,1,0,0,5,4,3,5,3,2,False,True,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,8,0
58,2,1216,15,1,3,4,15787,2,1,0,23,3,3,2,2,2,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,12,0
18,0,1431,14,2,3,1,1514,1,0,0,0,4,1,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,3,0
31,1,359,18,4,4,1,2956,0,0,0,2,4,3,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,1,1
29,1,350,13,1,2,1,2335,4,1,3,4,3,3,2,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0,1,1
45,0,589,2,3,3,2,5154,4,0,2,10,3,4,8,7,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,6,0
36,1,430,2,4,3,2,6962,4,1,1,15,2,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,4,0
43,2,1422,2,1,3,2,5675,1,0,1,7,5,3,7,7,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,8,0
27,2,1297,5,4,3,1,2379,0,1,0,6,3,2,5,4,2,True,False,False,False,False,True,False,False,False,False,False,False,True,3.6666666666666665,4,0
29,2,574,20,4,3,1,3812,1,0,0,11,3,4,11,8,10,True,False,False,False,False,True,False,False,False,False,False,True,False,3.3333333333333335,4,0
32,2,1318,10,4,3,2,4648,8,0,0,4,2,4,0,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,8,0
42,0,355,10,3,3,1,2936,3,0,2,10,1,2,6,3,3,True,False,False,True,False,False,False,False,False,False,False,True,False,2.6666666666666665,3,0
47,1,207,9,2,3,1,2105,4,0,0,7,2,3,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,3,0
46,1,706,2,4,3,3,8578,3,0,1,12,4,2,9,8,7,True,False,False,False,False,False,False,True,False,False,True,False,False,3.6666666666666665,12,0
28,0,280,1,3,3,1,2706,1,0,1,3,2,3,3,2,2,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0,4,0
29,1,726,29,4,1,2,6384,8,0,2,11,3,3,7,0,6,True,False,False,False,True,False,False,False,False,False,True,False,False,3.6666666666666665,6,0
42,1,1142,8,4,3,1,3968,4,0,0,8,3,3,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,True,3.6666666666666665,3,0
32,1,414,2,3,2,2,9907,7,1,0,7,3,2,2,2,2,False,True,True,False,False,False,False,False,False,False,False,False,True,2.6666666666666665,4,1
27,1,728,23,2,2,2,3540,1,0,1,9,5,3,9,8,8,False,True,False,False,False,False,False,False,False,True,False,True,False,3.0,6,0
29,1,352,6,4,2,1,2804,1,0,0,1,3,3,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,2,0
43,1,823,6,1,2,5,19392,7,0,0,21,2,3,16,12,14,True,False,False,False,False,False,True,False,False,False,False,True,False,2.6666666666666665,15,0
29,2,459,24,4,2,1,2439,1,1,0,1,3,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,4,1
46,1,1254,10,3,3,3,7314,5,0,3,14,2,3,8,7,7,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,6,1
27,2,1131,15,4,2,1,4774,0,0,1,8,2,2,7,6,3,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,1,0
39,1,835,19,4,3,2,3902,8,0,3,7,2,3,2,2,2,True,False,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,8,0
55,1,836,2,2,2,1,2662,8,0,1,19,2,4,5,2,4,True,False,False,True,False,False,False,False,False,False,False,True,False,2.6666666666666665,4,0
28,1,1172,3,2,3,1,2856,1,0,1,1,3,3,1,0,0,False,True,False,False,False,False,False,False,False,True,False,True,False,2.6666666666666665,2,0
30,1,945,9,2,3,1,1081,1,0,0,1,3,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,3.0,4,1
22,1,391,7,4,3,1,2472,1,1,0,1,2,3,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,2,1
36,1,1266,10,2,2,2,5673,1,1,1,10,4,3,10,9,7,False,True,False,True,False,False,False,False,False,False,False,True,False,2.0,6,0
31,1,311,20,2,3,2,4197,1,0,1,10,2,3,10,8,2,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,6,0
34,1,1480,4,3,3,3,9713,2,1,3,9,3,3,5,3,0,False,True,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,12,0
29,1,592,7,4,3,1,2062,3,0,0,11,2,3,3,2,2,True,False,False,False,False,True,False,False,False,False,False,False,True,2.3333333333333335,1,0
37,1,783,7,4,3,2,4284,5,1,1,16,2,3,5,3,4,True,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,2,0
35,1,219,16,4,2,2,4788,0,1,0,4,2,3,3,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,3.3333333333333335,4,0
45,1,556,25,2,2,2,5906,0,0,2,10,2,2,9,8,8,True,False,False,False,False,False,False,True,False,False,False,True,False,3.3333333333333335,8,0
36,2,1213,2,2,2,2,3886,1,0,0,10,2,2,10,1,8,False,False,False,False,False,False,False,False,False,False,False,False,True,3.3333333333333335,8,0
26,1,482,1,2,2,1,2933,1,1,1,1,3,2,1,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,3,0
27,1,511,2,1,4,2,6500,0,0,0,9,5,2,8,7,7,False,True,False,False,False,False,False,False,False,False,False,False,True,2.0,6,0
44,1,170,1,2,4,2,5033,2,0,1,10,5,3,2,0,2,True,False,False,False,True,False,False,False,False,False,False,True,False,2.3333333333333335,2,0
34,0,967,16,4,1,1,2307,1,1,1,5,2,3,5,2,0,True,False,False,True,False,False,False,False,False,False,False,True,False,2.3333333333333335,1,1
56,1,1162,24,1,3,1,2587,1,0,0,5,3,3,4,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True,3.0,4,1
36,1,335,17,3,2,2,5507,2,0,2,12,1,1,4,2,3,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,4,0
41,1,337,8,3,3,2,4393,5,0,1,14,3,3,5,4,4,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,4,0
42,1,1396,6,3,3,3,13348,9,0,1,18,3,4,13,7,7,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,3,0
31,1,1079,10,3,3,2,6583,2,1,1,8,2,3,5,2,4,False,True,False,False,False,False,False,False,False,False,True,False,False,3.6666666666666665,8,0
34,1,735,3,4,2,2,8103,3,1,0,9,3,2,4,2,1,False,True,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,8,0
31,1,471,4,1,4,1,3978,8,0,1,4,0,2,2,2,2,True,False,False,False,False,True,False,False,False,False,True,False,False,2.0,3,0
26,2,1096,6,3,4,1,2544,0,0,1,8,3,3,7,7,7,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,4,0
45,2,1297,1,2,3,2,5399,4,0,0,12,3,3,4,2,3,True,False,False,False,True,False,False,False,False,False,False,False,True,2.6666666666666665,6,0
33,1,217,10,2,3,2,5487,1,0,0,10,2,2,10,4,9,False,True,True,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,6,0
28,2,783,1,3,2,2,6834,1,1,1,7,2,3,7,7,7,False,True,False,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,8,0
29,2,746,24,3,4,1,1091,1,0,0,1,3,3,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,True,2.6666666666666665,1,1
39,0,1251,21,1,1,2,5736,6,0,1,10,1,3,3,2,2,False,True,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,6,0
27,1,1354,2,2,3,1,2226,1,0,1,6,3,2,5,3,2,True,False,False,True,False,False,False,False,False,False,False,True,False,2.3333333333333335,2,0
34,2,735,22,3,2,2,5747,1,1,0,16,3,3,15,10,11,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,8,0
28,1,1475,13,4,3,2,9854,3,1,0,6,0,3,2,0,2,False,True,True,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,6,1
47,0,1169,14,3,3,2,5467,8,0,1,16,4,4,8,7,7,True,False,False,True,False,False,False,False,False,False,False,True,False,2.6666666666666665,4,0
56,1,1443,11,4,2,2,5380,4,0,1,6,3,3,0,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,2,0
39,1,867,9,1,3,2,5151,1,0,1,10,3,3,10,0,9,True,False,False,False,False,False,False,True,False,False,False,True,False,2.0,2,0
38,2,1394,8,4,2,2,2133,1,1,1,20,3,3,20,11,7,True,False,False,False,False,False,False,False,False,False,True,False,False,3.0,4,0
58,1,605,21,4,3,4,17875,4,1,1,29,2,2,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,3.6666666666666665,16,0
32,2,238,5,1,4,1,2432,3,1,0,8,2,3,4,1,3,True,False,False,False,False,False,False,False,False,False,False,False,True,1.6666666666666667,3,1
38,1,1206,9,2,3,1,4771,2,0,2,10,0,4,5,2,3,True,False,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,4,0
49,2,1064,2,2,3,5,19161,3,0,0,28,3,3,5,4,3,True,False,False,False,False,False,False,False,True,False,False,True,False,3.3333333333333335,20,0
42,1,419,12,2,3,2,5087,3,1,2,14,4,3,0,0,0,False,True,True,False,False,False,False,False,False,False,True,False,False,3.0,8,0
27,2,1337,22,1,2,1,2863,1,0,0,1,2,3,1,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,1.3333333333333333,2,1
35,1,682,18,2,3,2,5561,0,0,1,6,2,1,5,3,4,False,True,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,2,0
28,0,1103,16,3,3,1,2144,1,0,0,5,3,2,5,3,4,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0,3,0
31,0,976,3,3,3,1,3065,1,1,1,4,3,4,4,2,3,True,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,1,0
36,0,1351,9,1,4,1,2810,1,0,0,5,3,3,5,4,2,True,False,False,False,False,True,False,False,False,False,False,True,False,1.6666666666666667,2,0
34,1,937,1,1,3,3,9888,1,0,0,14,3,2,14,8,1,False,True,True,False,False,False,False,False,False,False,False,False,True,2.0,12,0
34,1,1239,13,4,3,3,8628,1,0,1,9,2,2,8,7,1,False,True,False,False,False,False,False,False,False,False,True,False,False,3.3333333333333335,9,0
26,1,157,1,3,3,1,2867,0,0,0,8,6,2,7,7,6,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,1,0
29,1,136,1,1,3,2,5373,0,0,1,6,5,2,5,3,2,True,False,False,False,True,False,False,False,False,False,False,True,False,1.0,2,0
32,0,1146,15,3,3,2,6667,5,0,1,9,6,3,5,1,2,True,False,False,False,True,False,False,False,False,False,True,False,False,3.0,8,0
31,2,1125,1,4,1,2,5003,1,0,0,10,6,3,10,8,7,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,2,0
28,1,1404,17,3,2,1,2367,5,0,1,6,2,2,4,1,3,True,False,False,True,False,True,False,False,False,False,True,False,False,2.6666666666666665,4,1
38,1,1404,1,1,2,1,2858,4,0,0,20,3,2,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,1.0,1,0
35,1,1224,7,3,3,2,5204,1,1,0,10,2,3,10,8,9,False,True,False,False,False,False,False,False,False,False,False,True,False,3.6666666666666665,8,0
27,1,954,9,4,3,2,4105,1,0,0,7,5,3,7,7,7,False,True,True,False,False,False,False,False,False,False,False,False,True,3.0,8,0
32,1,1373,5,4,2,2,9679,8,0,0,8,1,3,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,True,3.3333333333333335,8,0
31,2,754,26,1,3,2,5617,1,1,0,10,4,3,10,7,8,False,True,True,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,8,1
53,1,1168,24,1,3,3,10448,6,1,0,15,2,2,2,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,1.3333333333333333,3,1
54,1,155,9,1,3,2,2897,3,0,2,9,6,2,4,3,3,True,False,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,6,0
33,2,1303,7,4,3,2,5968,1,0,3,9,2,3,9,7,8,True,False,False,False,True,False,False,False,False,False,True,False,False,3.3333333333333335,6,0
43,1,574,11,1,3,3,7510,1,0,1,10,1,3,10,9,9,True,False,False,False,True,False,False,False,False,False,False,True,False,2.0,9,0
38,2,1444,1,4,3,1,2991,0,1,1,7,2,3,6,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,2,0
31,1,1276,2,4,1,1,1129,1,1,3,1,4,3,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,3.6666666666666665,4,0
39,1,119,15,2,3,4,13341,0,0,0,21,3,3,20,8,10,False,True,True,False,False,False,False,False,False,False,False,False,True,1.3333333333333333,4,0
42,0,335,23,4,2,2,4332,1,0,0,20,2,3,20,9,7,True,False,False,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,6,0
31,0,697,10,3,3,3,11031,4,0,1,13,2,4,11,7,8,True,False,False,False,False,False,False,False,True,False,False,True,False,3.0,9,0
54,1,157,10,3,3,2,4440,6,1,0,9,3,3,5,2,4,True,False,False,False,False,False,False,True,False,False,False,False,True,2.6666666666666665,2,0
24,1,771,1,2,2,2,4617,1,0,0,4,2,2,4,3,2,True,False,False,False,True,False,False,False,False,False,False,False,True,2.3333333333333335,6,0
23,1,571,12,4,3,1,2647,1,0,0,5,6,4,5,2,4,True,False,False,False,False,True,False,False,False,False,False,False,True,3.6666666666666665,4,0
40,2,692,11,4,3,2,6323,1,0,1,10,2,4,10,9,4,True,False,False,True,False,True,False,False,False,False,False,True,False,2.6666666666666665,6,0
40,1,444,2,2,3,2,5677,3,0,1,15,4,3,11,8,10,False,True,True,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,4,0
25,1,309,2,3,3,1,2187,4,0,0,6,3,3,2,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,2,0
30,1,911,1,4,3,1,3748,1,0,0,12,6,2,12,8,7,True,False,False,False,False,True,False,False,False,False,False,True,False,3.0,2,0
25,1,977,2,4,3,1,3977,6,1,1,7,2,2,2,2,2,True,False,False,False,False,True,False,False,False,False,True,False,False,3.3333333333333335,3,0
33,0,1313,1,2,2,1,2008,1,0,3,1,2,2,1,1,0,True,False,False,False,False,True,False,False,False,False,True,False,False,2.6666666666666665,3,0
38,1,1321,1,4,3,2,4440,0,0,2,16,3,3,15,13,8,False,True,False,False,False,False,False,False,False,False,False,True,False,2.3333333333333335,4,0
31,1,1154,2,1,3,1,3067,0,0,1,3,1,3,2,2,2,False,True,False,False,False,False,False,False,False,True,False,True,False,2.3333333333333335,3,0
38,2,508,6,1,2,2,5321,2,0,1,10,1,3,8,3,7,True,False,False,False,False,False,False,True,False,False,False,True,False,2.6666666666666665,6,0
42,1,557,18,4,3,2,5410,6,1,1,9,3,2,4,3,2,True,False,False,False,False,False,False,False,False,False,True,False,False,2.6666666666666665,2,0
41,1,642,1,4,3,1,2782,3,0,1,12,3,3,5,3,0,True,False,False,False,False,False,False,False,False,False,False,True,False,3.0,4,0
47,0,1162,1,3,3,3,11957,0,0,2,14,3,1,13,8,12,True,False,False,False,False,False,False,False,True,False,False,True,False,2.0,6,0
35,1,1490,11,4,3,1,2660,7,1,1,5,3,3,2,2,2,True,False,False,False,False,True,False,False,False,False,False,True,False,3.3333333333333335,3,0
22,1,581,1,4,3,1,3375,0,0,0,4,2,4,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,3.6666666666666665,3,0
35,1,1395,9,2,3,2,5098,1,0,0,10,5,3,10,7,8,True,False,False,False,False,False,False,False,False,False,False,False,True,2.3333333333333335,6,0
33,1,501,15,2,3,2,4878,0,1,1,10,6,3,9,7,1,True,False,False,False,True,False,False,False,False,False,False,True,False,2.3333333333333335,8,0
32,1,267,29,3,2,1,2837,1,0,0,6,3,3,6,2,1,True,False,False,False,False,True,False,False,False,False,False,False,True,2.6666666666666665,2,0
40,1,543,1,1,3,1,2406,8,0,2,8,3,2,1,0,0,True,False,False,False,False,True,False,False,False,False,False,True,False,2.6666666666666665,4,0
32,1,234,1,2,2,1,2269,0,0,1,3,2,3,2,2,2,False,True,False,False,False,False,False,False,False,True,False,True,False,2.0,2,0
39,1,116,24,1,3,2,4108,7,0,0,18,2,3,7,7,7,True,False,False,False,False,False,False,False,False,False,False,False,True,2.0,8,0
32,1,801,1,3,3,3,10422,1,0,2,14,3,3,14,10,7,False,True,True,False,False,False,False,False,False,False,False,True,False,3.3333333333333335,12,0
37,1,161,10,3,4,3,13744,1,1,1,16,2,3,16,11,8,True,False,False,False,False,False,False,False,True,False,False,True,False,2.6666666666666665,12,0
25,1,1382,8,1,3,2,4907,0,1,1,6,3,2,5,3,4,False,True,False,False,False,False,False,False,False,False,True,False,False,2.0,6,0
52,0,585,29,1,3,1,3482,2,0,2,16,3,2,9,8,0,False,True,False,False,False,False,False,False,False,True,True,False,False,2.3333333333333335,4,0
44,1,1037,1,2,3,1,2436,6,1,0,6,2,3,4,3,2,True,False,False,False,False,False,False,False,False,False,False,False,True,3.0,4,0
21,1,501,5,3,3,1,2380,1,1,0,2,6,3,2,2,2,False,True,False,False,False,False,False,False,False,True,False,False,True,2.6666666666666665,1,0
39,0,105,9,4,3,5,19431,2,0,0,21,3,2,6,0,3,True,False,False,False,False,False,True,False,False,False,False,False,True,3.6666666666666665,20,0
23,2,638,9,4,3,1,1790,1,0,1,1,3,2,1,0,0,False,True,True,False,False,False,False,False,False,True,False,True,False,2.0,1,1
36,1,557,3,1,2,3,7644,0,0,2,10,2,3,9,7,4,False,True,False,False,False,False,False,False,False,False,False,True,False,2.6666666666666665,12,0
36,2,688,4,4,3,2,5131,7,0,3,18,3,3,4,2,2,True,False,False,False,False,False,False,True,False,False,True,False,False,2.6666666666666665,4,0
